Wall time,Step,Value
1638632750.3483212,157000,2.6347436904907227
1638632990.6253462,160000,2.444446563720703
1638633230.4897351,163000,1.9029216766357422
1638633470.8114083,166000,2.5047972202301025
1638633710.669553,169000,2.543905735015869
1638633950.8869703,172000,2.4290575981140137
1638634190.6935537,175000,2.4106109142303467
1638634430.8681798,178000,3.3089451789855957
1638634670.615996,181000,2.538966417312622
1638634910.7690153,184000,2.445380926132202
1638635150.4563193,187000,3.2741146087646484
1638635390.5802853,190000,2.378607988357544
1638635630.4185631,193000,3.2491707801818848
1638635870.711584,196000,1.8336681127548218
1638636110.5513482,199000,2.246548891067505
1638636363.1564875,202000,2.395778179168701
1638636602.934891,205000,3.678372383117676
1638636843.1367502,208000,1.845044732093811
1638637082.7089777,211000,3.5278074741363525
1638637322.8978739,214000,2.0457143783569336
1638637562.6673243,217000,2.6037378311157227
1638637803.0446007,220000,2.1518242359161377
1638638042.9977968,223000,2.3289082050323486
1638638283.1248984,226000,3.6735758781433105
1638638522.9485261,229000,2.6855249404907227
1638638763.0936642,232000,1.7024548053741455
1638639003.0207343,235000,2.498699426651001
1638639243.312692,238000,2.6826136112213135
1638639483.0391984,241000,2.9806296825408936
1638639723.1516805,244000,2.8685853481292725
1638639962.9561613,247000,3.268252372741699
1638640203.167836,250000,2.4733176231384277
1638640442.8973787,253000,2.3364322185516357
1638640683.5020947,256000,2.4253973960876465
1638640923.3742256,259000,2.9548840522766113
1638641163.5763452,262000,2.8448190689086914
1638641403.5217168,265000,4.269018173217773
1638641643.7792525,268000,2.6960248947143555
1638641883.6937728,271000,3.024631977081299
1638642123.8429656,274000,2.017768144607544
1638642363.5272806,277000,2.9080147743225098
1638642603.5634062,280000,2.555198907852173
1638642843.4700937,283000,3.006770610809326
1638643083.669215,286000,2.003901243209839
1638643323.4021845,289000,2.2423255443573
1638643563.7124162,292000,1.9463895559310913
1638643803.6302264,295000,3.0857555866241455
1638644043.7457106,298000,1.977921962738037
1638644297.8932602,301000,2.500502586364746
1638644538.068756,304000,3.0505125522613525
1638644778.089525,307000,2.219942808151245
1638645018.5877805,310000,2.3221426010131836
1638645258.436397,313000,2.245598316192627
1638645498.6553535,316000,1.9859834909439087
1638645738.568252,319000,1.533795952796936
1638645978.752739,322000,3.46813702583313
1638646218.5701602,325000,2.11449933052063
1638646458.7093337,328000,1.9962584972381592
1638646698.3944597,331000,2.619530439376831
1638646938.6507003,334000,2.2837679386138916
1638647178.6493185,337000,2.797292947769165
1638647418.7877395,340000,1.5734108686447144
1638647658.6428084,343000,2.2650070190429688
1638647898.8950903,346000,2.2520434856414795
1638648138.643139,349000,2.0571999549865723
1638648378.6830995,352000,1.9352953433990479
1638648618.5251353,355000,2.70381760597229
1638648858.63182,358000,2.6733343601226807
1638649098.6058187,361000,1.9512617588043213
1638649339.0639303,364000,2.3629631996154785
1638649579.0232053,367000,2.0239040851593018
1638649819.322339,370000,3.632105827331543
1638650059.301972,373000,2.308168888092041
1638650299.7161324,376000,2.240438461303711
1638650539.6241837,379000,2.8569729328155518
1638650779.8019955,382000,2.7299089431762695
1638651019.7083704,385000,3.3178329467773438
1638651259.8545198,388000,3.94803786277771
1638651499.8390112,391000,2.6581578254699707
1638651740.168746,394000,3.018246650695801
1638651979.9120507,397000,2.97251033782959
1638652231.2203333,400000,3.265070915222168
1638652471.0140104,403000,3.7221176624298096
1638652711.300385,406000,2.158862590789795
1638652951.0098329,409000,3.1460673809051514
1638653191.06172,412000,1.9613879919052124
1638653430.909767,415000,4.49470853805542
1638653671.3115828,418000,1.4007627964019775
1638653911.2276173,421000,1.9990296363830566
1638654151.4844627,424000,1.4566352367401123
1638654391.3131669,427000,1.9110252857208252
1638654631.581983,430000,1.9530218839645386
1638654871.443698,433000,2.8889877796173096
1638655111.5810702,436000,2.326141595840454
1638655351.3817694,439000,1.8872613906860352
1638655591.5958567,442000,2.474177360534668
1638655831.384321,445000,1.9116677045822144
1638656071.9293036,448000,2.271757125854492
1638656311.7587295,451000,2.1289141178131104
1638656552.0060892,454000,1.6289230585098267
1638656791.7407045,457000,1.9879192113876343
1638657031.8665442,460000,1.9252184629440308
1638657271.6875799,463000,1.6636713743209839
1638657511.7885926,466000,2.731186628341675
1638657751.5581496,469000,2.2441914081573486
1638657991.6841133,472000,1.7669148445129395
1638658231.7513947,475000,1.7751573324203491
1638658471.880689,478000,2.831422805786133
1638658711.5648189,481000,2.946610927581787
1638658951.8112254,484000,3.393155097961426
1638659191.578901,487000,2.8449501991271973
1638659431.7493281,490000,2.360103130340576
1638659671.5652509,493000,1.8101496696472168
1638659911.726396,496000,2.22157621383667
1638660151.457395,499000,2.1095170974731445
1638660403.6660445,502000,1.8738590478897095
1638660643.512547,505000,2.7595815658569336
1638660883.917899,508000,2.332854986190796
1638661123.836392,511000,2.5422561168670654
1638661364.0212178,514000,2.3423032760620117
1638661603.9102483,517000,2.6246392726898193
1638661844.2353585,520000,3.9360013008117676
1638662083.9667208,523000,1.7336636781692505
1638662324.138251,526000,1.749125361442566
1638662564.1669145,529000,1.9643120765686035
1638662804.449174,532000,1.762284517288208
1638663044.3143554,535000,1.5559327602386475
1638663284.385029,538000,2.2845258712768555
1638663524.2559614,541000,1.5460401773452759
1638663764.5136476,544000,2.262747287750244
1638664004.4903193,547000,2.079228401184082
1638664244.8645978,550000,1.8470598459243774
1638664484.6320796,553000,2.1577913761138916
1638664724.8347018,556000,3.2227416038513184
1638664964.7371998,559000,3.2336671352386475
1638665204.848069,562000,2.94305682182312
1638665444.569551,565000,2.658726215362549
1638665684.6155572,568000,2.4423046112060547
1638665924.489374,571000,1.0817785263061523
1638666164.7227528,574000,2.6549105644226074
1638666404.5298402,577000,2.7013118267059326
1638666644.8214862,580000,2.3978235721588135
1638666884.7625248,583000,1.8772156238555908
1638667124.887494,586000,1.552252173423767
1638667364.814302,589000,2.6098082065582275
1638667605.026414,592000,1.8955919742584229
1638667844.7681763,595000,3.3789262771606445
1638668084.7945197,598000,2.9345006942749023
1638668335.8380637,601000,1.8727985620498657
1638668575.9356837,604000,1.7961883544921875
1638668815.7590332,607000,1.5072600841522217
1638669056.0274684,610000,1.9614485502243042
1638669296.0043468,613000,2.5472946166992188
1638669536.1344676,616000,1.8328306674957275
1638669775.9644246,619000,2.2162837982177734
1638670016.2052956,622000,3.49819278717041
1638670256.0147657,625000,2.6216249465942383
1638670496.3327277,628000,2.2420473098754883
1638670736.2951143,631000,3.063601493835449
1638670976.7064571,634000,1.717251181602478
1638671216.7860947,637000,2.3266589641571045
1638671456.8443387,640000,2.2673792839050293
1638671696.537724,643000,3.5921363830566406
1638671936.7142239,646000,2.8342666625976562
1638672176.4637086,649000,2.0893874168395996
1638672416.3463376,652000,1.9917086362838745
1638672656.1530972,655000,2.4484217166900635
1638672896.2992468,658000,2.308485269546509
1638673136.2482305,661000,4.485596656799316
1638673376.5051293,664000,3.1791770458221436
1638673616.517046,667000,1.889062523841858
1638673856.7350464,670000,2.4337925910949707
1638674096.7634616,673000,2.478665590286255
1638674336.6450062,676000,1.9987677335739136
1638674576.6115239,679000,2.5932509899139404
1638674816.6691482,682000,2.092641830444336
1638675056.5060682,685000,2.6970739364624023
1638675296.574567,688000,1.8947460651397705
1638675536.4809074,691000,2.300367832183838
1638675776.6947253,694000,1.727464199066162
1638676016.5938928,697000,2.742849826812744
1638676269.7607775,700000,1.696584939956665
1638676509.5404692,703000,2.3705809116363525
1638676749.6436052,706000,1.8579317331314087
1638676989.3508112,709000,2.0712735652923584
1638677229.4270759,712000,1.9078150987625122
1638677469.365339,715000,2.3420135974884033
1638677709.7088373,718000,1.7630692720413208
1638677949.6598737,721000,2.4374728202819824
1638678190.0951312,724000,1.741183876991272
1638678429.9362042,727000,2.220409393310547
1638678669.9312453,730000,1.652845859527588
1638678909.8612387,733000,2.697075605392456
1638679150.3252826,736000,3.256016731262207
1638679390.1877136,739000,2.1258506774902344
1638679630.2220325,742000,2.6572062969207764
1638679870.0257864,745000,2.071354866027832
1638680110.426787,748000,2.2188332080841064
1638680350.5246038,751000,2.681638717651367
1638680590.7350855,754000,1.7623399496078491
1638680830.7924812,757000,1.5183395147323608
1638681070.8643007,760000,1.8416929244995117
1638681310.868387,763000,2.00363826751709
1638681551.1793315,766000,2.406641960144043
1638681791.0862582,769000,1.7478101253509521
1638682032.3435793,772000,1.5225330591201782
1638682272.5860147,775000,2.299393653869629
1638682512.7681842,778000,1.8374080657958984
1638682752.582937,781000,1.746547818183899
1638682992.7788827,784000,2.1890599727630615
1638683232.7390585,787000,2.591331720352173
1638683473.0641603,790000,2.155301570892334
1638683712.8313117,793000,3.4032533168792725
1638683952.9937043,796000,1.8087685108184814
1638684192.925429,799000,1.9945170879364014
1638684444.8173437,802000,2.236001968383789
1638684684.8404872,805000,1.703418254852295
1638684925.0961957,808000,3.0834977626800537
1638685165.0013237,811000,1.605183482170105
1638685405.1744044,814000,4.721098899841309
1638685645.169123,817000,2.699207305908203
1638685885.2605832,820000,2.7681984901428223
1638686125.106709,823000,3.3447418212890625
1638686365.4008927,826000,2.2943994998931885
1638686605.4801443,829000,2.7623672485351562
1638686845.605607,832000,2.827753782272339
1638687085.5295913,835000,2.446434497833252
1638687325.869137,838000,2.139413833618164
1638687565.638983,841000,2.0214309692382812
1638687806.1320395,844000,2.3253602981567383
1638688045.754881,847000,2.72074556350708
1638688285.8423333,850000,2.050675630569458
1638688526.0365653,853000,3.2858128547668457
1638688766.2040184,856000,2.5509603023529053
1638689006.062493,859000,2.1693639755249023
1638689246.1836896,862000,2.0851094722747803
1638689486.0171776,865000,1.599386215209961
1638689726.640995,868000,3.1396260261535645
1638689966.4682553,871000,2.945502281188965
1638690206.8091123,874000,1.9113914966583252
1638690446.7129211,877000,2.144550085067749
1638690687.0462012,880000,1.9351943731307983
1638690927.0665526,883000,2.187628746032715
1638691167.3062747,886000,2.645646810531616
1638691407.3578234,889000,2.887833833694458
1638691647.6163447,892000,2.2436625957489014
1638691887.6239471,895000,2.3165671825408936
1638692127.930033,898000,2.7021870613098145
1638692379.0936787,901000,2.4012181758880615
1638692619.4726844,904000,2.103801965713501
1638692859.3650086,907000,2.1888933181762695
1638693099.8314345,910000,2.3799924850463867
1638693339.7206395,913000,2.18037486076355
1638693579.961305,916000,3.9140424728393555
1638693819.8586864,919000,2.0254061222076416
1638694060.2812426,922000,2.671825885772705
1638694300.100609,925000,1.789599895477295
1638694540.517456,928000,2.0335655212402344
1638694780.3619025,931000,3.3454697132110596
1638695020.6766071,934000,2.4586246013641357
1638695260.7678077,937000,1.9870784282684326
1638695500.9947045,940000,2.285994529724121
1638695740.8328266,943000,2.806030511856079
1638695980.960857,946000,2.0937376022338867
1638696220.9352899,949000,3.3141098022460938
1638696461.2124372,952000,1.8114182949066162
1638696701.1045253,955000,1.9465123414993286
1638696941.2978652,958000,1.607056975364685
1638697181.1650577,961000,1.8451741933822632
1638697421.5559287,964000,2.289172887802124
1638697661.4396548,967000,1.7882072925567627
1638697901.8900263,970000,2.1702497005462646
1638698141.759456,973000,2.3972818851470947
1638698381.8368907,976000,2.0243875980377197
1638698621.723603,979000,2.5546367168426514
1638698861.8364153,982000,2.892853260040283
1638699101.6977837,985000,1.445805311203003
1638699341.9292743,988000,2.6995718479156494
1638699581.87118,991000,1.7859165668487549
1638699822.123641,994000,1.8361210823059082
1638700062.0314844,997000,1.8674391508102417
1638700323.7947161,1000000,1.8844358921051025
1638700563.7113097,1003000,2.813206195831299
1638700804.0090117,1006000,1.6846452951431274
1638701044.0954864,1009000,2.265866279602051
1638701284.3377748,1012000,3.3582258224487305
1638701524.069196,1015000,2.0915706157684326
1638701764.637963,1018000,1.8816194534301758
1638702004.6583498,1021000,1.615074634552002
1638702244.8970456,1024000,2.4755618572235107
1638702484.8358152,1027000,2.6375486850738525
1638702725.2534814,1030000,2.549565553665161
1638702965.421815,1033000,2.663630247116089
1638703205.7241004,1036000,1.5978078842163086
1638703445.65028,1039000,2.8494014739990234
1638703685.9405267,1042000,2.2753374576568604
1638703925.8842986,1045000,3.114917516708374
1638704166.4636996,1048000,2.0271105766296387
1638704406.570429,1051000,2.3791394233703613
1638704646.8474855,1054000,1.8442463874816895
1638704887.000162,1057000,2.418053388595581
1638705127.3393044,1060000,2.13553524017334
1638705367.200893,1063000,2.543639659881592
1638705607.436685,1066000,2.760953903198242
1638705847.227378,1069000,1.5290637016296387
1638706088.2580407,1072000,1.846034288406372
1638706328.3303962,1075000,1.8948768377304077
1638706568.6948414,1078000,2.1258738040924072
1638706808.5670304,1081000,2.090033769607544
1638707048.6873066,1084000,1.7205525636672974
1638707288.5468688,1087000,1.2943633794784546
1638707528.884781,1090000,1.7700250148773193
1638707768.7766461,1093000,1.9482641220092773
1638708008.8574245,1096000,1.6620521545410156
1638708248.9537606,1099000,1.5276834964752197
1638708500.8495297,1102000,2.03281831741333
1638708740.7275968,1105000,2.3022427558898926
1638708980.8457015,1108000,3.784517288208008
1638709220.820168,1111000,2.9778337478637695
1638709460.9959848,1114000,3.0856754779815674
1638709701.0915573,1117000,1.989450216293335
1638709941.3907804,1120000,1.0929303169250488
1638710181.2550087,1123000,1.5826795101165771
1638710421.4945695,1126000,2.045438766479492
1638710661.6256325,1129000,2.2259116172790527
1638710901.9373107,1132000,1.753808617591858
1638711141.7278535,1135000,2.8406307697296143
1638711382.0611134,1138000,1.5566649436950684
1638711621.9782715,1141000,1.8775335550308228
1638711862.2278416,1144000,1.8860478401184082
1638712102.2151294,1147000,1.7012518644332886
1638712342.3681846,1150000,1.7528842687606812
1638712582.1512175,1153000,1.547589659690857
1638712822.675476,1156000,2.075169324874878
1638713062.6377382,1159000,2.4618771076202393
1638713302.9645152,1162000,2.5286471843719482
1638713542.8645744,1165000,2.89224910736084
1638713783.0345562,1168000,2.8687949180603027
1638714022.774677,1171000,1.4277832508087158
1638714263.012951,1174000,2.7238378524780273
1638714502.773982,1177000,2.7176389694213867
1638714743.0592873,1180000,1.6491587162017822
1638714983.1512265,1183000,2.270131826400757
1638715223.3449233,1186000,1.6969647407531738
1638715463.1958628,1189000,1.8302925825119019
1638715703.2443118,1192000,2.2150754928588867
1638715943.3539789,1195000,2.0092504024505615
1638716183.5227873,1198000,2.0860114097595215
1638716434.1467574,1201000,1.8854081630706787
1638716674.3830845,1204000,1.9497138261795044
1638716914.3632636,1207000,1.4202560186386108
1638717154.728932,1210000,1.381781816482544
1638717394.7121353,1213000,2.5301482677459717
1638717634.925872,1216000,3.2922003269195557
1638717874.8249273,1219000,1.7724767923355103
1638718114.9457119,1222000,1.9299591779708862
1638718354.7778323,1225000,1.108447551727295
1638718594.9651525,1228000,1.3183871507644653
1638718835.018466,1231000,2.4634768962860107
1638719075.2883055,1234000,3.626786708831787
1638719315.5200994,1237000,1.200697422027588
1638719555.7202811,1240000,1.6816792488098145
1638719795.5582242,1243000,1.509271264076233
1638720035.699598,1246000,1.1116018295288086
1638720275.571397,1249000,2.0864453315734863
1638720515.7620513,1252000,1.8886229991912842
1638720755.728919,1255000,2.6571481227874756
1638720995.836132,1258000,2.2155983448028564
1638721235.7069535,1261000,1.8023910522460938
1638721475.9742825,1264000,2.1624081134796143
1638721715.9267807,1267000,2.573535442352295
1638721956.3719466,1270000,2.5895864963531494
1638722196.3133314,1273000,1.670593023300171
1638722436.5980568,1276000,2.4324207305908203
1638722676.4499729,1279000,2.130519390106201
1638722916.6851246,1282000,2.51383900642395
1638723156.5999992,1285000,2.561506748199463
1638723396.8381014,1288000,1.993075966835022
1638723636.7618687,1291000,2.4678962230682373
1638723877.126286,1294000,2.4634132385253906
1638724117.1312766,1297000,2.4723119735717773
1638724367.3239508,1300000,3.6743485927581787
1638724607.184365,1303000,2.850137233734131
1638724847.2732322,1306000,1.7891218662261963
1638725087.2412138,1309000,1.6087898015975952
1638725327.550913,1312000,2.5181784629821777
1638725567.5048585,1315000,1.8560534715652466
1638725807.798218,1318000,2.5043351650238037
1638726047.8337367,1321000,1.980104684829712
1638726288.0871737,1324000,2.439232349395752
1638726528.025077,1327000,1.7505929470062256
1638726768.0609484,1330000,2.133220911026001
1638727008.0441406,1333000,2.2783045768737793
1638727248.5797637,1336000,1.3231309652328491
1638727488.5436838,1339000,2.5221006870269775
1638727728.9598672,1342000,2.9145596027374268
1638727969.0077364,1345000,2.3801071643829346
1638728209.2608666,1348000,1.1971633434295654
1638728449.0946233,1351000,2.1242122650146484
1638728689.4124825,1354000,1.7067803144454956
1638728929.3909094,1357000,1.5329310894012451
1638729169.5760677,1360000,2.074532985687256
1638729409.4952965,1363000,1.9427952766418457
1638729649.8027377,1366000,1.685857892036438
1638729889.8269043,1369000,2.1505234241485596
1638730130.0667033,1372000,1.9701708555221558
1638730370.1427968,1375000,1.7207136154174805
1638730610.370692,1378000,2.0637295246124268
1638730850.243714,1381000,1.3751049041748047
1638731090.4251626,1384000,2.144282341003418
1638731330.1925452,1387000,2.1170055866241455
1638731570.6372526,1390000,2.2139337062835693
1638731810.486998,1393000,2.433181047439575
1638732050.77233,1396000,2.751594305038452
1638732290.7188153,1399000,1.444292426109314
1638732544.493606,1402000,1.7017031908035278
1638732784.3982556,1405000,2.342273473739624
1638733024.6849117,1408000,1.9722633361816406
1638733264.4928098,1411000,2.7119054794311523
1638733504.5515516,1414000,1.94060218334198
1638733744.5785692,1417000,2.2321159839630127
1638733984.8179886,1420000,1.8472630977630615
1638734224.7085772,1423000,2.239071846008301
1638734464.9272249,1426000,1.8625608682632446
1638734704.9962206,1429000,1.7893040180206299
1638734945.40725,1432000,2.2861976623535156
1638735185.3722367,1435000,2.0252528190612793
1638735425.791161,1438000,1.945273518562317
1638735665.5354695,1441000,1.5546866655349731
1638735905.8853276,1444000,1.7550934553146362
1638736145.900123,1447000,2.2228503227233887
1638736386.033088,1450000,1.7039154767990112
1638736626.0010445,1453000,2.316563129425049
1638736866.3021767,1456000,1.804069995880127
1638737106.1706405,1459000,1.2823845148086548
1638737346.3840015,1462000,3.1039087772369385
1638737586.3533654,1465000,1.8331316709518433
1638737826.9631958,1468000,1.7994129657745361
1638738066.8259516,1471000,2.153921127319336
1638738307.060069,1474000,1.9687281847000122
1638738546.889072,1477000,2.3531997203826904
1638738787.1767194,1480000,1.8272160291671753
1638739027.343928,1483000,1.886730670928955
1638739267.4409592,1486000,2.0788822174072266
1638739507.455583,1489000,2.1915860176086426
1638739747.7267842,1492000,2.2145166397094727
1638739987.6659908,1495000,1.8264193534851074
1638740227.9803839,1498000,1.3314063549041748
1638740479.5399802,1501000,2.9930336475372314
1638740719.8691442,1504000,1.8530747890472412
1638740959.8213043,1507000,2.0721006393432617
1638741200.241549,1510000,1.192104697227478
1638741440.2043746,1513000,2.2883081436157227
1638741680.5991144,1516000,2.035726308822632
1638741920.4149835,1519000,1.8383207321166992
1638742160.7886856,1522000,1.6025012731552124
1638742400.7249045,1525000,1.9775220155715942
1638742641.1012444,1528000,1.8119310140609741
1638742881.0811274,1531000,1.844563364982605
1638743121.422685,1534000,2.032060146331787
1638743361.4130251,1537000,1.9626423120498657
1638743601.6570723,1540000,1.5387687683105469
1638743841.575728,1543000,1.720708966255188
1638744081.8392227,1546000,1.8357014656066895
1638744321.8979092,1549000,1.2807124853134155
1638744562.1086848,1552000,2.470263957977295
1638744802.1087675,1555000,2.014198064804077
1638745042.244875,1558000,2.9923079013824463
1638745282.2036688,1561000,2.401135206222534
1638745522.5960808,1564000,3.3391711711883545
1638745762.5711133,1567000,3.0149197578430176
1638746002.8930855,1570000,2.107609987258911
1638746242.8562963,1573000,2.9816715717315674
1638746483.2542975,1576000,1.9129904508590698
1638746723.2345316,1579000,2.1399409770965576
1638746963.6409652,1582000,2.378610849380493
1638747203.6027658,1585000,1.4175455570220947
1638747443.85393,1588000,1.4651108980178833
1638747683.976878,1591000,2.282759428024292
1638747924.3129182,1594000,2.0364952087402344
1638748164.1064756,1597000,2.023557424545288
1638748414.3475926,1600000,3.188377618789673
1638752768.5284228,1601000,3.040254831314087
1638753012.1208813,1604000,2.7431728839874268
1638753251.393051,1607000,1.8437219858169556
1638753490.7209811,1610000,1.9546829462051392
1638753730.2536197,1613000,1.5745540857315063
1638753969.7522824,1616000,1.9474689960479736
1638754209.1645648,1619000,2.400860071182251
1638754448.6109366,1622000,2.2615044116973877
1638754688.484356,1625000,2.823565721511841
1638754927.9848669,1628000,2.295851469039917
1638755167.7911716,1631000,2.0726020336151123
1638755407.2190855,1634000,1.8394136428833008
1638755647.026443,1637000,2.2593235969543457
1638755886.5950243,1640000,1.6477725505828857
1638756126.4625125,1643000,1.6078180074691772
1638756365.872532,1646000,2.1075644493103027
1638756605.6785023,1649000,2.2007699012756348
1638756845.3120933,1652000,1.590574860572815
1638757085.1124215,1655000,2.5246193408966064
1638757324.7089524,1658000,1.157472014427185
1638757564.6953132,1661000,1.8364923000335693
1638757804.2258759,1664000,1.6333129405975342
1638758043.9823785,1667000,1.7996925115585327
1638758283.4461412,1670000,1.613466501235962
1638758523.2361963,1673000,2.788052558898926
1638758762.6974218,1676000,1.9709446430206299
1638759002.6190052,1679000,1.3129916191101074
1638759242.1896455,1682000,2.1389596462249756
1638759481.9917824,1685000,1.5787770748138428
1638759721.578689,1688000,1.3746503591537476
1638759961.5388255,1691000,1.4961496591567993
1638760200.9322321,1694000,2.679049015045166
1638760440.564342,1697000,1.1657733917236328
1638760690.4656687,1700000,1.83041250705719
1638760929.9024086,1703000,1.659570574760437
1638761169.3490562,1706000,1.990816354751587
1638761409.0177844,1709000,1.8722587823867798
1638761648.5808778,1712000,1.7730977535247803
1638761888.416854,1715000,2.8481252193450928
1638762127.9465442,1718000,2.2699782848358154
1638762367.797549,1721000,1.3955981731414795
1638762607.387905,1724000,1.9281914234161377
1638762847.0693007,1727000,1.6807547807693481
1638763086.5529788,1730000,1.3781466484069824
1638763326.5397992,1733000,1.5218524932861328
1638763565.8490264,1736000,1.6736655235290527
1638763805.732791,1739000,2.176612615585327
1638764045.2144902,1742000,1.368077278137207
1638764285.0920317,1745000,1.5926737785339355
1638764524.6000125,1748000,1.3761608600616455
1638764764.4764035,1751000,2.3839616775512695
1638765003.963191,1754000,1.6980280876159668
1638765243.6665506,1757000,1.3307945728302002
1638765483.2047882,1760000,1.7511446475982666
1638765723.1334326,1763000,1.5832003355026245
1638765962.5528872,1766000,1.4408093690872192
1638766202.5242503,1769000,2.723933696746826
1638766442.1395986,1772000,1.3981019258499146
1638766682.064464,1775000,1.8635380268096924
1638766921.5702434,1778000,1.6844571828842163
1638767161.585225,1781000,1.3748115301132202
1638767400.9736967,1784000,2.1245346069335938
1638767640.7621255,1787000,1.7605630159378052
1638767880.2883124,1790000,2.252107620239258
1638768120.1359322,1793000,1.8043575286865234
1638768359.7223651,1796000,1.7449443340301514
1638768599.4133673,1799000,2.1685638427734375
1638768852.7020552,1802000,2.205808401107788
1638769092.416052,1805000,1.9876717329025269
1638769331.9293952,1808000,2.001352548599243
1638769571.9168885,1811000,2.0542192459106445
1638769811.321566,1814000,1.666516661643982
1638770051.276619,1817000,2.5319318771362305
1638770290.6933339,1820000,2.2829537391662598
1638770530.485728,1823000,2.29221773147583
1638770770.0343792,1826000,2.629615545272827
1638771009.9421756,1829000,1.5132336616516113
1638771249.4305086,1832000,1.5451680421829224
1638771489.5576203,1835000,2.571925163269043
1638771729.12695,1838000,2.1326396465301514
1638771969.0769777,1841000,3.0567140579223633
1638772208.6048162,1844000,2.5286052227020264
1638772448.766887,1847000,2.133394718170166
1638772688.253617,1850000,1.8469641208648682
1638772928.220086,1853000,1.5656230449676514
1638773167.756264,1856000,1.5488619804382324
1638773407.7616336,1859000,1.819071650505066
1638773647.2368183,1862000,2.199291229248047
1638773887.085547,1865000,1.4515938758850098
1638774126.513354,1868000,1.9477959871292114
1638774366.3396523,1871000,1.1443983316421509
1638774606.1993296,1874000,1.7615094184875488
1638774846.3651667,1877000,1.6641720533370972
1638775085.8197432,1880000,1.7297286987304688
1638775325.835429,1883000,1.8858839273452759
1638775565.3607736,1886000,1.4927805662155151
1638775805.8871346,1889000,1.9000201225280762
1638776045.3377311,1892000,2.3456690311431885
1638776285.2421691,1895000,1.9136910438537598
1638776524.7687905,1898000,3.0592100620269775
1638776777.1612988,1901000,3.5573415756225586
1638777016.700098,1904000,3.2748353481292725
1638777256.8400176,1907000,2.2961626052856445
1638777496.5365295,1910000,2.58022403717041
1638777736.4749079,1913000,2.147831916809082
1638777976.1019819,1916000,1.5541958808898926
1638778215.981957,1919000,1.8495579957962036
1638778455.403377,1922000,1.424564003944397
1638778695.2135844,1925000,1.706573724746704
1638778934.6002185,1928000,1.9688537120819092
1638779174.4105914,1931000,1.8869043588638306
1638779414.1079118,1934000,1.6757982969284058
1638779653.9893522,1937000,1.3934862613677979
1638779893.6124566,1940000,1.712526559829712
1638780133.5094724,1943000,2.1116881370544434
1638780373.1302657,1946000,1.9748953580856323
1638780613.1747022,1949000,2.1063690185546875
1638780852.8345401,1952000,1.906567096710205
1638781092.8770528,1955000,2.4645330905914307
1638781332.501891,1958000,2.0974369049072266
1638781572.8351674,1961000,2.398010492324829
1638781812.3964448,1964000,1.9075828790664673
1638782052.326751,1967000,1.5355769395828247
1638782292.1054893,1970000,1.9912844896316528
1638782532.2284653,1973000,1.9861422777175903
1638782771.896393,1976000,2.2498483657836914
1638783011.9339514,1979000,2.1995370388031006
1638783251.4670815,1982000,1.6621562242507935
1638783491.526547,1985000,1.6792348623275757
1638783731.2770276,1988000,2.404404878616333
1638783971.1383379,1991000,2.3175876140594482
1638784210.6425486,1994000,1.2985930442810059
1638784450.704808,1997000,1.744861364364624
1638784701.2064288,2000000,2.06878399848938
